Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Spreadsheet;Spreadsheet Name;Spreadsheet Row;Trial Number;Screen Number;Screen Name;Zone Name;Zone Type;Reaction Time;Reaction Onset;Response Type;Response;Attempt;Correct;Incorrect;Dishonest;X Coordinate;Y Coordinate;Timed Out;randomise_blocks;randomise_trials;display;ANSWER;Text;Likert;Source;Source_topic;ShowProgressBar
37;1642096987870;13/01/2022 18:03:07;1642096987504;2;13/01/2022 20:03:07;55551;24;task-zryk;;18498730;BLIND;5473445;;live;;;computer;Desktop or Laptop;Windows 7;Firefox 95.0;1366x768;1366x654;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;9;3;1;Screen 1;advancementZone;continue_button;378504;;;;;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.tiede.fi/artikkeli/jutut/artikkelit/suo_syntyy_uudestaan"" target=""_blank""> Suo syntyy uudestaan</a>";Suo syntyy uudestaan;1
38;1642096990432;13/01/2022 18:03:10;1642096990182;2;13/01/2022 20:03:10;55551;24;task-zryk;;18498730;BLIND;5473445;;live;;;computer;Desktop or Laptop;Windows 7;Firefox 95.0;1366x768;1366x654;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;9;3;2;Screen 5;Zone8;response_button_image;2612;;;SAM_1.7.PNG;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.tiede.fi/artikkeli/jutut/artikkelit/suo_syntyy_uudestaan"" target=""_blank""> Suo syntyy uudestaan</a>";Suo syntyy uudestaan;1
39;1642096993073;13/01/2022 18:03:13;1642096992792;2;13/01/2022 20:03:12;55551;24;task-zryk;;18498730;BLIND;5473445;;live;;;computer;Desktop or Laptop;Windows 7;Firefox 95.0;1366x768;1366x654;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;9;3;3;Screen 6;Zone18;response_button_image;2541;;;SAM_2.1.PNG;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.tiede.fi/artikkeli/jutut/artikkelit/suo_syntyy_uudestaan"" target=""_blank""> Suo syntyy uudestaan</a>";Suo syntyy uudestaan;1
40;1642097215855;13/01/2022 18:06:55;1642097215314;2;13/01/2022 20:06:55;55551;24;task-zryk;;18498730;BLIND;5473445;;live;;;computer;Desktop or Laptop;Windows 7;Firefox 95.0;1366x768;1366x654;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;9;3;4;Screen 3;Zone3;response_rating_scale_likert;222477;;;Luotettava;;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.tiede.fi/artikkeli/jutut/artikkelit/suo_syntyy_uudestaan"" target=""_blank""> Suo syntyy uudestaan</a>";Suo syntyy uudestaan;1
41;1642097215995;13/01/2022 18:06:55;1642097215320;2;13/01/2022 20:06:55;55551;24;task-zryk;;18498730;BLIND;5473445;;live;;;computer;Desktop or Laptop;Windows 7;Firefox 95.0;1366x768;1366x654;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;9;3;4;Screen 3;Zone5;response_text_area;222477;;;Lähinnä se, että se on julkaistu Tiede-lehdessä. Artikkelissa esitetyt argumentit soiden tyhjentämisestä vaikuttivat uskottavilta ja luotettavilta, mutta siinä ei pahemmin selitetty, että miten turpeen käytöstä saa ympäristöystävällisempää. Ja se on ymmärtääkseni ainakin puoli argumenttia turpeen käytön puolesta tai sitä vastaan.;;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.tiede.fi/artikkeli/jutut/artikkelit/suo_syntyy_uudestaan"" target=""_blank""> Suo syntyy uudestaan</a>";Suo syntyy uudestaan;1
42;1642097215995;13/01/2022 18:06:55;1642097215323;2;13/01/2022 20:06:55;55551;24;task-zryk;;18498730;BLIND;5473445;;live;;;computer;Desktop or Laptop;Windows 7;Firefox 95.0;1366x768;1366x654;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;9;3;4;Screen 3;Zone6;continue_button;222477;;;;;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.tiede.fi/artikkeli/jutut/artikkelit/suo_syntyy_uudestaan"" target=""_blank""> Suo syntyy uudestaan</a>";Suo syntyy uudestaan;1
43;1642097221764;13/01/2022 18:07:01;1642097221626;2;13/01/2022 20:07:01;55551;24;task-zryk;;18498730;BLIND;5473445;;live;;;computer;Desktop or Laptop;Windows 7;Firefox 95.0;1366x768;1366x654;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;9;3;5;Screen 10;Zone3;response_rating_scale_likert_active;6285;;;Jonkin verran;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.tiede.fi/artikkeli/jutut/artikkelit/suo_syntyy_uudestaan"" target=""_blank""> Suo syntyy uudestaan</a>";Suo syntyy uudestaan;1
44;1642097227026;13/01/2022 18:07:07;1642097226728;2;13/01/2022 20:07:06;55551;24;task-zryk;;18498730;BLIND;5473445;;live;;;computer;Desktop or Laptop;Windows 7;Firefox 95.0;1366x768;1366x654;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;9;3;6;Screen 4;Zone3;response_rating_scale_likert_active;5065;;;Vakuuttava;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.tiede.fi/artikkeli/jutut/artikkelit/suo_syntyy_uudestaan"" target=""_blank""> Suo syntyy uudestaan</a>";Suo syntyy uudestaan;1
45;1642097232118;13/01/2022 18:07:12;1642097231993;2;13/01/2022 20:07:11;55551;24;task-zryk;;18498730;BLIND;5473445;;live;;;computer;Desktop or Laptop;Windows 7;Firefox 95.0;1366x768;1366x654;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;9;3;7;Screen 2;Zone3;response_rating_scale_likert_active;5229;;;Luultavasti en;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.tiede.fi/artikkeli/jutut/artikkelit/suo_syntyy_uudestaan"" target=""_blank""> Suo syntyy uudestaan</a>";Suo syntyy uudestaan;1
46;1642097237953;13/01/2022 18:07:17;1642097237826;2;13/01/2022 20:07:17;55551;24;task-zryk;;18498730;BLIND;5473445;;live;;;computer;Desktop or Laptop;Windows 7;Firefox 95.0;1366x768;1366x654;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;9;3;8;Screen 11;Zone3;response_rating_scale_likert_active;5805;;;En osaa sanoa;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.tiede.fi/artikkeli/jutut/artikkelit/suo_syntyy_uudestaan"" target=""_blank""> Suo syntyy uudestaan</a>";Suo syntyy uudestaan;1
47;1642097242511;13/01/2022 18:07:22;1642097242366;2;13/01/2022 20:07:22;55551;24;task-zryk;;18498730;BLIND;5473445;;live;;;computer;Desktop or Laptop;Windows 7;Firefox 95.0;1366x768;1366x654;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;9;3;9;Screen 7;Zone3;response_rating_scale_likert_active;4505;;;Ei ollenkaan tuttu;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.tiede.fi/artikkeli/jutut/artikkelit/suo_syntyy_uudestaan"" target=""_blank""> Suo syntyy uudestaan</a>";Suo syntyy uudestaan;1
48;1642097245406;13/01/2022 18:07:25;1642097245108;2;13/01/2022 20:07:25;55551;24;task-zryk;;18498730;BLIND;5473445;;live;;;computer;Desktop or Laptop;Windows 7;Firefox 95.0;1366x768;1366x654;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;9;3;10;Screen 8;Zone3;response_rating_scale_likert_active;2712;;;Jokseenkin kiinnostavana;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.tiede.fi/artikkeli/jutut/artikkelit/suo_syntyy_uudestaan"" target=""_blank""> Suo syntyy uudestaan</a>";Suo syntyy uudestaan;1
49;1642097247361;13/01/2022 18:07:27;1642097247055;2;13/01/2022 20:07:27;55551;24;task-zryk;;18498730;BLIND;5473445;;live;;;computer;Desktop or Laptop;Windows 7;Firefox 95.0;1366x768;1366x654;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;9;3;11;Screen 9;Zone3;response_rating_scale_likert_active;1913;;;Hiukan uteliaasti;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.tiede.fi/artikkeli/jutut/artikkelit/suo_syntyy_uudestaan"" target=""_blank""> Suo syntyy uudestaan</a>";Suo syntyy uudestaan;1
50;1642097517051;13/01/2022 18:11:57;1642097516425;2;13/01/2022 20:11:56;55551;24;task-zryk;;18498730;BLIND;5473445;;live;;;computer;Desktop or Laptop;Windows 7;Firefox 95.0;1366x768;1366x654;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;8;4;1;Screen 1;advancementZone;continue_button;269261;;;;;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.viite.fi/2020/06/11/punnittua-puhetta-turpeesta/"" target=""_blank""> Punnittua puhetta turpeesta</a>";Punnittua puhetta turpeesta;1
51;1642097519036;13/01/2022 18:11:59;1642097518745;2;13/01/2022 20:11:58;55551;24;task-zryk;;18498730;BLIND;5473445;;live;;;computer;Desktop or Laptop;Windows 7;Firefox 95.0;1366x768;1366x654;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;8;4;2;Screen 5;Zone8;response_button_image;2257;;;SAM_1.7.PNG;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.viite.fi/2020/06/11/punnittua-puhetta-turpeesta/"" target=""_blank""> Punnittua puhetta turpeesta</a>";Punnittua puhetta turpeesta;1
52;1642097520799;13/01/2022 18:12:00;1642097520518;2;13/01/2022 20:12:00;55551;24;task-zryk;;18498730;BLIND;5473445;;live;;;computer;Desktop or Laptop;Windows 7;Firefox 95.0;1366x768;1366x654;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;8;4;3;Screen 6;Zone18;response_button_image;1721;;;SAM_2.1.PNG;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.viite.fi/2020/06/11/punnittua-puhetta-turpeesta/"" target=""_blank""> Punnittua puhetta turpeesta</a>";Punnittua puhetta turpeesta;1
53;1642097825835;13/01/2022 18:17:05;1642097825166;2;13/01/2022 20:17:05;55551;24;task-zryk;;18498730;BLIND;5473445;;live;;;computer;Desktop or Laptop;Windows 7;Firefox 95.0;1366x768;1366x654;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;8;4;4;Screen 3;Zone3;response_rating_scale_likert;304583;;;Luotettava;;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.viite.fi/2020/06/11/punnittua-puhetta-turpeesta/"" target=""_blank""> Punnittua puhetta turpeesta</a>";Punnittua puhetta turpeesta;1
54;1642097825967;13/01/2022 18:17:05;1642097825171;2;13/01/2022 20:17:05;55551;24;task-zryk;;18498730;BLIND;5473445;;live;;;computer;Desktop or Laptop;Windows 7;Firefox 95.0;1366x768;1366x654;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;8;4;4;Screen 3;Zone5;response_text_area;304583;;;Se tuli Vihreiltä, jotka haluavat uusiutuvaa energiaa ilmastonmuutoksen hillitsemiseksi. Toisaalta kirjoittaja oli diplomi-insinööri, joka ei tietääkseni pahemmin liity biologiaan tai ilmastonmuutoksen tutkimiseen.;;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.viite.fi/2020/06/11/punnittua-puhetta-turpeesta/"" target=""_blank""> Punnittua puhetta turpeesta</a>";Punnittua puhetta turpeesta;1
55;1642097825967;13/01/2022 18:17:05;1642097825171;2;13/01/2022 20:17:05;55551;24;task-zryk;;18498730;BLIND;5473445;;live;;;computer;Desktop or Laptop;Windows 7;Firefox 95.0;1366x768;1366x654;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;8;4;4;Screen 3;Zone6;continue_button;304583;;;;;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.viite.fi/2020/06/11/punnittua-puhetta-turpeesta/"" target=""_blank""> Punnittua puhetta turpeesta</a>";Punnittua puhetta turpeesta;1
56;1642097829526;13/01/2022 18:17:09;1642097829011;2;13/01/2022 20:17:09;55551;24;task-zryk;;18498730;BLIND;5473445;;live;;;computer;Desktop or Laptop;Windows 7;Firefox 95.0;1366x768;1366x654;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;8;4;5;Screen 10;Zone3;response_rating_scale_likert_active;3825;;;Jonkin verran;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.viite.fi/2020/06/11/punnittua-puhetta-turpeesta/"" target=""_blank""> Punnittua puhetta turpeesta</a>";Punnittua puhetta turpeesta;1
57;1642097836047;13/01/2022 18:17:16;1642097835761;2;13/01/2022 20:17:15;55551;24;task-zryk;;18498730;BLIND;5473445;;live;;;computer;Desktop or Laptop;Windows 7;Firefox 95.0;1366x768;1366x654;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;8;4;6;Screen 4;Zone3;response_rating_scale_likert_active;6720;;;Neutraali;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.viite.fi/2020/06/11/punnittua-puhetta-turpeesta/"" target=""_blank""> Punnittua puhetta turpeesta</a>";Punnittua puhetta turpeesta;1
58;1642097838052;13/01/2022 18:17:18;1642097837808;2;13/01/2022 20:17:17;55551;24;task-zryk;;18498730;BLIND;5473445;;live;;;computer;Desktop or Laptop;Windows 7;Firefox 95.0;1366x768;1366x654;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;8;4;7;Screen 2;Zone3;response_rating_scale_likert_active;2017;;;Luultavasti en;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.viite.fi/2020/06/11/punnittua-puhetta-turpeesta/"" target=""_blank""> Punnittua puhetta turpeesta</a>";Punnittua puhetta turpeesta;1
59;1642097840594;13/01/2022 18:17:20;1642097840293;2;13/01/2022 20:17:20;55551;24;task-zryk;;18498730;BLIND;5473445;;live;;;computer;Desktop or Laptop;Windows 7;Firefox 95.0;1366x768;1366x654;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;8;4;8;Screen 11;Zone3;response_rating_scale_likert_active;2458;;;En osaa sanoa;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.viite.fi/2020/06/11/punnittua-puhetta-turpeesta/"" target=""_blank""> Punnittua puhetta turpeesta</a>";Punnittua puhetta turpeesta;1
60;1642097842298;13/01/2022 18:17:22;1642097842012;2;13/01/2022 20:17:22;55551;24;task-zryk;;18498730;BLIND;5473445;;live;;;computer;Desktop or Laptop;Windows 7;Firefox 95.0;1366x768;1366x654;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;8;4;9;Screen 7;Zone3;response_rating_scale_likert_active;1686;;;Ei ollenkaan tuttu;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.viite.fi/2020/06/11/punnittua-puhetta-turpeesta/"" target=""_blank""> Punnittua puhetta turpeesta</a>";Punnittua puhetta turpeesta;1
61;1642097846087;13/01/2022 18:17:26;1642097845760;2;13/01/2022 20:17:25;55551;24;task-zryk;;18498730;BLIND;5473445;;live;;;computer;Desktop or Laptop;Windows 7;Firefox 95.0;1366x768;1366x654;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;8;4;10;Screen 8;Zone3;response_rating_scale_likert_active;3722;;;Jokseenkin kiinnostavana;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.viite.fi/2020/06/11/punnittua-puhetta-turpeesta/"" target=""_blank""> Punnittua puhetta turpeesta</a>";Punnittua puhetta turpeesta;1
62;1642097848756;13/01/2022 18:17:28;1642097848456;2;13/01/2022 20:17:28;55551;24;task-zryk;;18498730;BLIND;5473445;;live;;;computer;Desktop or Laptop;Windows 7;Firefox 95.0;1366x768;1366x654;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;8;4;11;Screen 9;Zone3;response_rating_scale_likert_active;2669;;;Hiukan uteliaasti;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.viite.fi/2020/06/11/punnittua-puhetta-turpeesta/"" target=""_blank""> Punnittua puhetta turpeesta</a>";Punnittua puhetta turpeesta;1
63;1642097978716;13/01/2022 18:19:38;1642097978223;2;13/01/2022 20:19:38;55551;24;task-zryk;;18498730;BLIND;5473445;;live;;;computer;Desktop or Laptop;Windows 7;Firefox 95.0;1366x768;1366x654;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;11;5;1;Screen 1;advancementZone;continue_button;129678;;;;;0;1;0;;;;;1;Reading;;;;"<a href=""https://yle.fi/aihe/artikkeli/2017/09/18/auttaa-akneen-reumaan-selluliittiin-ja-hiustenlahtoon-mika-se-on"" target=""_blank""> Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?</a>";Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?;1
64;1642097980464;13/01/2022 18:19:40;1642097980168;2;13/01/2022 20:19:40;55551;24;task-zryk;;18498730;BLIND;5473445;;live;;;computer;Desktop or Laptop;Windows 7;Firefox 95.0;1366x768;1366x654;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;11;5;2;Screen 5;Zone8;response_button_image;1915;;;SAM_1.7.PNG;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://yle.fi/aihe/artikkeli/2017/09/18/auttaa-akneen-reumaan-selluliittiin-ja-hiustenlahtoon-mika-se-on"" target=""_blank""> Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?</a>";Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?;1
65;1642097981734;13/01/2022 18:19:41;1642097981450;2;13/01/2022 20:19:41;55551;24;task-zryk;;18498730;BLIND;5473445;;live;;;computer;Desktop or Laptop;Windows 7;Firefox 95.0;1366x768;1366x654;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;11;5;3;Screen 6;Zone18;response_button_image;1225;;;SAM_2.1.PNG;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://yle.fi/aihe/artikkeli/2017/09/18/auttaa-akneen-reumaan-selluliittiin-ja-hiustenlahtoon-mika-se-on"" target=""_blank""> Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?</a>";Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?;1
66;1642098136368;13/01/2022 18:22:16;1642098135721;2;13/01/2022 20:22:15;55551;24;task-zryk;;18498730;BLIND;5473445;;live;;;computer;Desktop or Laptop;Windows 7;Firefox 95.0;1366x768;1366x654;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;11;5;4;Screen 3;Zone3;response_rating_scale_likert;154234;;;Epäluotettava;;0;1;0;;;;;1;Reading;;;;"<a href=""https://yle.fi/aihe/artikkeli/2017/09/18/auttaa-akneen-reumaan-selluliittiin-ja-hiustenlahtoon-mika-se-on"" target=""_blank""> Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?</a>";Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?;1
67;1642098136509;13/01/2022 18:22:16;1642098135724;2;13/01/2022 20:22:15;55551;24;task-zryk;;18498730;BLIND;5473445;;live;;;computer;Desktop or Laptop;Windows 7;Firefox 95.0;1366x768;1366x654;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;11;5;4;Screen 3;Zone5;response_text_area;154234;;;Se oli ilmeisesti jotain reality-tv -ohjelmasta tehty artikkeli, jossa kaksi naista kertoivat omista kokemuksistaan. Voihan se olla, että turvesaunasta oli heille hyötyä, mutta yhtälailla kyseessä on voinut olla placebo-efekti.;;0;1;0;;;;;1;Reading;;;;"<a href=""https://yle.fi/aihe/artikkeli/2017/09/18/auttaa-akneen-reumaan-selluliittiin-ja-hiustenlahtoon-mika-se-on"" target=""_blank""> Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?</a>";Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?;1
68;1642098136509;13/01/2022 18:22:16;1642098135724;2;13/01/2022 20:22:15;55551;24;task-zryk;;18498730;BLIND;5473445;;live;;;computer;Desktop or Laptop;Windows 7;Firefox 95.0;1366x768;1366x654;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;11;5;4;Screen 3;Zone6;continue_button;154234;;;;;0;1;0;;;;;1;Reading;;;;"<a href=""https://yle.fi/aihe/artikkeli/2017/09/18/auttaa-akneen-reumaan-selluliittiin-ja-hiustenlahtoon-mika-se-on"" target=""_blank""> Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?</a>";Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?;1
69;1642098139370;13/01/2022 18:22:19;1642098139088;2;13/01/2022 20:22:19;55551;24;task-zryk;;18498730;BLIND;5473445;;live;;;computer;Desktop or Laptop;Windows 7;Firefox 95.0;1366x768;1366x654;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);19;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;11;5;5;Screen 10;Zone3;response_rating_scale_likert_active;3351;;;Ei ollenkaan;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://yle.fi/aihe/artikkeli/2017/09/18/auttaa-akneen-reumaan-selluliittiin-ja-hiustenlahtoon-mika-se-on"" target=""_blank""> Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?</a>";Auttaa akneen, reumaan, selluliittiin ja hiustenlähtöön – mikä se on?;1
